Line length (in characters),Line length (in words),Line ID,Line,Document ID,Document
112,18,42,The commissioners of all city departments or their designee(s) are responsible for completing LEED TM training.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
86,27,43,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 4, 7-26-17 )",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
39,9,44,Sec. 75-21. - Budgeting and financing.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
390,65,45,All capital construction which falls under this policy is required to budget LEED TM design standards in the conceptual development of a city funded facility and/or the CDP/CIP process through the department of planning. Budget planning and life cycle cost analysis to achieve LEED TM Silver Certification and LEED TM Existing Buildings: Operations & Maintenance Certification is required.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
86,27,46,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 5, 7-26-17 )",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
24,8,47,Sec. 75-22. - Training.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
118,20,48,LEED TM training will be coordinated through the office of buildings or designee and/or other sponsoring departments.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
86,27,49,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 )",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
36,9,50,Sec. 75-23. - Request for proposal.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
372,57,51,"The commissioners of all city departments whose responsibilities include planning, designing, constructing or renovating city-owned facilities are responsible for submitting a request for proposal (RFP) to the department of procurement specifying the mandatory requirement of complying with the sustainable development design guidelines per section 75-19 of this article.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
42,16,52,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03)",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
30,8,53,Sec. 75-24. - Implementation.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,54,(a),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
232,35,55,"The sustainable development design standards shall be forwarded to the department of planning and community development for review consistent with the above referenced policy objectives, and incorporated in the CDP and CIP process.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,56,(b),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
194,31,57,The department of procurement shall assist and review all RFQ/RFP documents to ensure consistency with this article and with the city's sustainable purchasing and green infrastructure policies.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
130,38,58,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 )",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
26,7,59,Sec. 75-25. - Exemptions.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
497,79,60,"Many projects do not meet the policy criteria, including some buildings smaller than 5,000 gross square feet, roadways, and other infrastructure. City facility construction projects that are unoccupied or serve specialized functions (e.g. pump station, garage, storage building, etc.) are not subject to the city's sustainable development design guidelines. These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
549,93,61,"Even though projects may become exempt from the city's required sustainable development design guidelines, project managers and design teams are encouraged to apply the relevant portions of City of Atlanta Sustainable Development Design Guidelines and to develop goals that increase the environmental, social, and economic benefits of the project. In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
86,27,62,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 )",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
45,9,63,Sec. 75-26. - Facility design prerequisites.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
287,45,64,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards):",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,65,(1),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
106,20,66,"Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,1,67,(2),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
174,26,68,"Fundamental building systems commissioning: Verify and ensure that fundamental building elements and systems are designed, installed, and calibrated to operate as projected.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,1,69,(3),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
249,40,70,"Minimum energy performance: Establish minimum energy performance for buildings and respective systems of buildings. Energy and water efficiency of those buildings and respective systems is to be measured, managed, and optimized on an ongoing basis.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,71,(4),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
59,10,72,CFC Reduction in HVAC&R equipment: Reduce ozone depletion.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,73,(5),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
107,15,74,Recycling: Implement a comprehensive recycling program that reduces waste generated by building occupants.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,75,(6),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
155,26,76,Minimum indoor air quality: Establish minimum indoor air quality (IAQ) performance to prevent the development of indoor air quality problems in buildings.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,77,(7),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
102,18,78,Environmental tobacco smoke (ETS) control: Prevent exposure of building occupants and systems to ETS.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,79,(8),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
143,20,80,Education: Educate appropriate city personnel responsible for operations and maintenance of those systems throughout the building's lifecycle.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
86,27,81,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 )",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
72,15,82,Sec. 75-27. - Use of non-compostable single-use serviceware prohibited.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,83,(a),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
239,40,84,"No commercial operation located in a public building or public facility owned or operated by the City of Atlanta, pursuant to a lease or contractual agreement, shall make available to the public any non-compostable single use serviceware.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,85,(b),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
133,23,86,"For purposes of this section, non-compostable single-use serviceware shall mean plastic bags, plastic straws, and polystyrene items.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,3,87,(c),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
314,50,88,Disposable flexible plastic drinking straws shall be exempt from the prohibition contained in this section and shall be made available in addition to compostable straws for use by persons for whom they are needed due to medical or physical conditions and for whom flexible compostable paper straws are unsuitable.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,1,89,(d),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
326,46,90,The chief resilience officer or their designee shall have the authority to promulgate administrative regulations to effectuate this section. Such administrative regulations shall include specific descriptions of the non-compostable single-use plastic serviceware which are the subject of the prohibition contained in section.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
4,2,91,(e),2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
258,42,92,Nothing in this section shall be construed to apply prohibitions contained herein to the holders of licenses or permits issued by the City of Atlanta pursuant to its interest in regulating certain activities through the lawful exercise of its police powers.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
47,11,93,"( Ord. No. 2019-65(19-O-1418) , § 3, 12-10-19)",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
31,7,94,Secs. 75-28—75-50. - Reserved.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
57,10,1,Chapter 75 - SUSTAINABLE DEVELOPMENT DESIGN STANDARDS[1],3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
1,0,2,,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
11,2,3,Footnotes:,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
12,5,4,--- (1) ---,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
255,67,5,"Editor's note— Ord. No. 2003-108, § 2(Exh. A), approved Dec. 9, 2003, amended ch. 75 in its entirety to read as herein set out. Formerly, said chapter pertained to similar subject matter as enacted by Ord. No. 2003-93, § 2(Exh. A), approved May 27, 2003.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
1,0,6,,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
21,7,7,Sec. 75-1. - Policy.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,8,(a),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
594,105,9,"The City of Atlanta shall integrate green and/or sustainable building principles and practices into the design, construction, and operations of all city facilities, and city-funded projects to the fullest extent possible and at minimum to the extent described in section 75-19. Furthermore, the city shall provide leadership and guidance to encourage the application of green building practices in private sector development. This policy is expected to yield long-term cost savings to the city's taxpayers due to substantial improvements in life-cycle performance and reduced life-cycle costs.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,10,(b),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
359,57,11,"In addition, the city shall evaluate all land purchases for future development on the basis of reducing environmental impacts that include but are not limited to transit, pedestrian and bicycle accessibility, urban and brown fields redevelopment, on-site stormwater mitigation capacity, vegetation and habitat restoration, and renewable energy opportunities.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,12,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 1, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
30,7,13,Secs. 75-2—75-15. - Reserved.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
23,7,14,Sec. 75-16. - Purpose.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
513,89,15,"The purpose of the City of Atlanta's policy on sustainable building is to require the city's commitment to environmental, economic, and social stewardship, to yield cost savings to the city taxpayers through reduced operating costs, to provide healthy and productive work environments for staff and visitors, and to contribute to the city's goals of protecting, conserving, and enhancing the region's environmental resources. Additionally, the city shall help to set a community standard of sustainable building.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
42,16,16,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03)",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
38,8,17,Sec. 75-17. - Organizations affected.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
178,28,18,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city-owned facilities and buildings.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
42,16,19,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03)",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
27,7,20,Sec. 75-18. - Definitions.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
647,97,21,"Sustainable building: Sustainable building means the integration of building materials and methods that promote environmental quality, economic vitality, and social benefit through the integrated design, construction and operation of the built environment. Sustainable building merges sound, environmentally responsible practices into one discipline that looks at the environmental, economic and social effects of a building or built project as a whole. Sustainable design encompasses the following broad topics: energy use, water use, indoor environmental quality, materials selection, stormwater infiltration and the building energy management.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
482,83,22,"Life cycle cost analysis: An inclusive approach to costing a program, facility, or group of facilities that encompasses planning, design, construction, operation and maintenance over the useful life of the facilities and finally any decommissioning or disassembly costs. Life cycle cost analysis looks at the net present value of design options as investments. The goal is to achieve the highest, most cost-effective environmental performance possible over the life of the project.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
489,86,23,"LEEDTMrating system: LEED TM stands for Leadership in Energy and Environmental Design, and is a voluntary, consensus-based, market-driven green building rating system developed by the U.S. Green Building Council (USGBC). It is based on existing, proven technology and evaluates environmental performance from a ""whole building"" perspective. LEED TM is a third-party certifying system designed for rating new and existing commercial, institutional, and multi- family residential buildings.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
224,41,24,"Renovation: Any repair, reconstruction, rehabilitation, addition, or improvement of a property, the cost of which equals or exceeds 50 percent of the market value of the property before the improvement or repair is started.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,25,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 2, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
32,9,26,Sec. 75-19. - Policy and goals.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,27,(a),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
342,61,28,"It is the policy of the City of Atlanta to finance, plan, design, construct, manage, renovate, maintain, and decommission its facilities and buildings using sustainable practices and means. This applies to new construction and renovations in which the total project square footage includes at least 5,000 gross square feet of occupied space.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,29,(b),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
183,31,30,The LEED TM rating system and Reference Guide shall be used as a guidance for design and as a measuring tool to determine what constitutes sustainable building by national standards.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,3,31,(c),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
250,39,32,"Facilities and buildings over 5,000 gross square feet of occupied space shall at a minimum incorporate sustainable design criterion as defined by this article. Design and project management teams are required to achieve LEED TM Silver Certification.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,1,33,(d),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
328,60,34,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,35,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 3, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
47,9,36,Sec. 75-20. - Procedures and responsibilities.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,37,(a),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
276,48,38,"The commissioners of all city departments or their designee(s) whose responsibilities include planning, designing, constructing or renovating city-owned, city-managed, and city-leased facilities are responsible for ensuring facilities and buildings comply with section 75-19.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,39,(b),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
224,31,40,The manager office of buildings or designee is responsible for coordinating city departments any educational and technical resources available that support and promote sustainable design and construction of city facilities.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,3,41,(c),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
112,18,42,The commissioners of all city departments or their designee(s) are responsible for completing LEED TM training.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,43,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 4, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
39,9,44,Sec. 75-21. - Budgeting and financing.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
390,65,45,All capital construction which falls under this policy is required to budget LEED TM design standards in the conceptual development of a city funded facility and/or the CDP/CIP process through the department of planning. Budget planning and life cycle cost analysis to achieve LEED TM Silver Certification and LEED TM Existing Buildings: Operations & Maintenance Certification is required.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,46,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 5, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
24,8,47,Sec. 75-22. - Training.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
118,20,48,LEED TM training will be coordinated through the office of buildings or designee and/or other sponsoring departments.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,49,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
36,9,50,Sec. 75-23. - Request for proposal.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
372,57,51,"The commissioners of all city departments whose responsibilities include planning, designing, constructing or renovating city-owned facilities are responsible for submitting a request for proposal (RFP) to the department of procurement specifying the mandatory requirement of complying with the sustainable development design guidelines per section 75-19 of this article.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
42,16,52,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03)",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
30,8,53,Sec. 75-24. - Implementation.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,54,(a),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
232,35,55,"The sustainable development design standards shall be forwarded to the department of planning and community development for review consistent with the above referenced policy objectives, and incorporated in the CDP and CIP process.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,56,(b),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
194,31,57,The department of procurement shall assist and review all RFQ/RFP documents to ensure consistency with this article and with the city's sustainable purchasing and green infrastructure policies.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
130,38,58,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
26,7,59,Sec. 75-25. - Exemptions.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
497,79,60,"Many projects do not meet the policy criteria, including some buildings smaller than 5,000 gross square feet, roadways, and other infrastructure. City facility construction projects that are unoccupied or serve specialized functions (e.g. pump station, garage, storage building, etc.) are not subject to the city's sustainable development design guidelines. These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
549,93,61,"Even though projects may become exempt from the city's required sustainable development design guidelines, project managers and design teams are encouraged to apply the relevant portions of City of Atlanta Sustainable Development Design Guidelines and to develop goals that increase the environmental, social, and economic benefits of the project. In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,62,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
45,9,63,Sec. 75-26. - Facility design prerequisites.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
287,45,64,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards):",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,65,(1),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
