Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Sentences in Document,207,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.108-REGIONAL_PLANNING_COMMISSION.txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Sentences in Document,208,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.110-RELOCATION_ASSISTANCE_PROGRAM.txt"")",20,20.0,20,20.0,,20,20,,,20.0,20.0,20.0
Number of Sentences in Document,209,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.114-COMMUNITY_AND_SENIOR_SERVICES.txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Sentences in Document,210,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.116-DEPARTMENT_OF_BEACHES_AND_HARBORS.txt"")",209,209.0,209,209.0,,209,209,,,209.0,209.0,209.0
Number of Sentences in Document,211,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.118-FILMING_PERMIT_COORDINATION_OFFICE.txt"")",68,68.0,68,68.0,,68,68,,,68.0,68.0,68.0
Number of Sentences in Document,212,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.119-OFFICE_OF_CHIEF_INFORMATION_OFFICER.txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Sentences in Document,213,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.36-BOARD_OF_SUPERVISORS.txt"")",64,64.0,64,64.0,,64,64,,,64.0,64.0,64.0
Number of Sentences in Document,214,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.38-DEPARTMENT_OF_CHILDREN_AND_FAMILY_SERVICES.txt"")",51,51.0,51,51.0,,51,51,,,51.0,51.0,51.0
Number of Sentences in Document,215,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.39-CHILD_SUPPORT_SERVICES_DEPARTMENT.txt"")",12,12.0,12,12.0,,12,12,,,12.0,12.0,12.0
Number of Sentences in Document,216,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.41-CONSUMER_PROTECTION_REGISTRATION_CERTIFICATE.txt"")",124,124.0,124,124.0,,124,124,,,124.0,124.0,124.0
Number of Sentences in Document,217,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.44-ASSESSMENT_APPEALS_BOARDS.txt"")",99,99.0,99,99.0,,99,99,,,99.0,99.0,99.0
Number of Sentences in Document,218,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.50-BUSINESS_LICENSE_COMMISSION.txt"")",64,64.0,64,64.0,,64,64,,,64.0,64.0,64.0
Number of Sentences in Document,219,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.52-TREASURER-TAX_COLLECTOR.txt"")",132,132.0,132,132.0,,132,132,,,132.0,132.0,132.0
Number of Sentences in Document,220,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.56-SOLID_WASTE_FACILITIES_HEARING_BOARD.txt"")",52,52.0,52,52.0,,52,52,,,52.0,52.0,52.0
Number of Sentences in Document,221,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.58-COMMUNITY_DEVELOPMENT_COMMISSION.txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Sentences in Document,222,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.62-DEPARTMENT_OF_CONSUMER_AND_BUSINESS_AFFAIRS.txt"")",39,39.0,39,39.0,,39,39,,,39.0,39.0,39.0
Number of Sentences in Document,223,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.68-EMERGENCY_SERVICES.txt"")",259,259.0,259,259.0,,259,259,,,259.0,259.0,259.0
Number of Sentences in Document,224,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.70-ENGINEERING_GEOLOGY_AND_SOILS_REVIEW_AND_APPEALS_BOARD.txt"")",118,118.0,118,118.0,,118,118,,,118.0,118.0,118.0
Number of Sentences in Document,225,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.71-ACCESSIBILITY_APPEALS_BOARD.txt"")",66,66.0,66,66.0,,66,66,,,66.0,66.0,66.0
Number of Sentences in Document,226,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.75-HOUSING_COMMISSION.txt"")",65,65.0,65,65.0,,65,65,,,65.0,65.0,65.0
Number of Sentences in Document,227,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.76-DEPARTMENT_OF_HEALTH_SERVICES.txt"")",332,332.0,332,332.0,,332,332,,,332.0,332.0,332.0
Number of Sentences in Document,228,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.77-DEPARTMENT_OF_PUBLIC_HEALTH.txt"")",153,153.0,153,153.0,,153,153,,,153.0,153.0,153.0
Number of Sentences in Document,229,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.78-COMMISSION_ON_HUMAN_RELATIONS.txt"")",84,84.0,84,84.0,,84,84,,,84.0,84.0,84.0
Number of Sentences in Document,230,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.80-HUMAN_SERVICES_DEPARTMENT.txt"")",38,38.0,38,38.0,,38,38,,,38.0,38.0,38.0
Number of Sentences in Document,231,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.81-INTERNAL_SERVICES_DEPARTMENT.txt"")",220,220.0,220,220.0,,220,220,,,220.0,220.0,220.0
Number of Sentences in Document,232,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.82-SYBIL_BRAND_COMMISSION_FOR_INSTITUTIONAL_INSPECTIONS.txt"")",65,65.0,65,65.0,,65,65,,,65.0,65.0,65.0
Number of Sentences in Document,233,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.83-LAND_DEVELOPMENT_MANAGEMENT_AGENCY.txt"")",24,24.0,24,24.0,,24,24,,,24.0,24.0,24.0
Number of Sentences in Document,234,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.84-LAW_LIBRARY.txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,235,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.87-DEPARTMENT_OF_MENTAL_HEALTH.txt"")",75,75.0,75,75.0,,75,75,,,75.0,75.0,75.0
Number of Sentences in Document,236,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.88-DEPARTMENT_OF_MILITARY_AND_VETERANS_AFFAIRS.txt"")",28,28.0,28,28.0,,28,28,,,28.0,28.0,28.0
Number of Sentences in Document,237,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.90-AERO_MUSEUM.txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Sentences in Document,238,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.92-DEPARTMENT_OF_MUSEUM_OF_ART.txt"")",22,22.0,22,22.0,,22,22,,,22.0,22.0,22.0
Number of Sentences in Document,239,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.94-DEPARTMENT_OF_MUSEUM_OF_NATURAL_HISTORY.txt"")",74,74.0,74,74.0,,74,74,,,74.0,74.0,74.0
Number of Sentences in Document,240,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.96-MUSIC_CENTER.txt"")",18,18.0,18,18.0,,18,18,,,18.0,18.0,18.0
Number of Sentences in Document,241,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.98-OTIS_ART_INSTITUTE.txt"")",102,102.0,102,102.0,,102,102,,,102.0,102.0,102.0
Number of Sentences in Document,242,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.120-COUNTY_OFFICES.txt"")",62,62.0,62,62.0,,62,62,,,62.0,62.0,62.0
Number of Sentences in Document,243,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.121-CONTRACTING_WITH_PRIVATE_BUSINESSES.txt"")",156,156.0,156,156.0,,156,156,,,156.0,156.0,156.0
Number of Sentences in Document,244,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.122-SUPPLIES_AND_SERVICES—DISPOSAL_OF_SALVAGE.txt"")",41,41.0,41,41.0,,41,41,,,41.0,41.0,41.0
Number of Sentences in Document,245,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.124-PUBLICATIONS.txt"")",15,15.0,15,15.0,,15,15,,,15.0,15.0,15.0
Number of Sentences in Document,246,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.126-SMOKING_IN_COUNTY_FACILITIES.txt"")",57,57.0,57,57.0,,57,57,,,57.0,57.0,57.0
Number of Sentences in Document,247,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.128-EAVESDROPPING.txt"")",18,18.0,18,18.0,,18,18,,,18.0,18.0,18.0
Number of Sentences in Document,248,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.130-CATASTROPHES.txt"")",69,69.0,69,69.0,,69,69,,,69.0,69.0,69.0
Number of Sentences in Document,249,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.132-COMMERCIAL_MARKETING—PROMOTION_AND_ADVERTISING.txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Sentences in Document,250,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.140-CERTIFICATES_OF_INSURANCE.txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Sentences in Document,251,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.150-PERSONS_WITH_AIDS_OR_AIDS_RELATED_CONDITIONS.txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,252,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.160-COUNTY_LOBBYISTS.txt"")",205,205.0,205,205.0,,205,205,,,205.0,205.0,205.0
Number of Sentences in Document,253,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.165-TAX_AGENTS.txt"")",85,85.0,85,85.0,,85,85,,,85.0,85.0,85.0
Number of Sentences in Document,254,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.170-REQUESTS_FOR_COUNTY_RECORDS.txt"")",11,11.0,11,11.0,,11,11,,,11.0,11.0,11.0
Number of Sentences in Document,255,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.175-POSTGOVERNMENT_EMPLOYMENT_AND_LOBBYING_ACTIVITIES_OF_COUNTY_OFFICIALS.txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Sentences in Document,256,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.180-CONTRACTING_WITH_CURRENT_OR_FORMER_COUNTY_EMPLOYEES.txt"")",15,15.0,15,15.0,,15,15,,,15.0,15.0,15.0
Number of Sentences in Document,257,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.190-POLITICAL_CAMPAIGNS_FOR_COUNTY_OFFICES.txt"")",322,322.0,322,322.0,,322,322,,,322.0,322.0,322.0
Number of Sentences in Document,258,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.195-ELECTRONIC_CAMPAIGN_DISCLOSURE_FILINGS.txt"")",35,35.0,35,35.0,,35,35,,,35.0,35.0,35.0
Number of Sentences in Document,259,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.200-LOS_ANGELES_COUNTY_CHILD_SUPPORT_COMPLIANCE_PROGRAM.txt"")",19,19.0,19,19.0,,19,19,,,19.0,19.0,19.0
Number of Sentences in Document,260,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.201-LIVING_WAGE_PROGRAM.txt"")",100,100.0,100,100.0,,100,100,,,100.0,100.0,100.0
Number of Sentences in Document,261,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.202-DETERMINATIONS_OF_CONTRACTOR_NON-RESPONSIBILITY_AND_CONTRACTOR_DEBARMENT.txt"")",95,95.0,95,95.0,,95,95,,,95.0,95.0,95.0
Number of Sentences in Document,262,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.203-CONTRACTOR_EMPLOYEE_JURY_SERVICE.txt"")",61,61.0,61,61.0,,61,61,,,61.0,61.0,61.0
Number of Sentences in Document,263,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.204-LOCAL_BUSINESS_ENTERPRISE_PREFERENCE_PROGRAM.txt"")",73,73.0,73,73.0,,73,73,,,73.0,73.0,73.0
Number of Sentences in Document,264,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.205-TRANSITIONAL_JOB_OPPORTUNITIES_PREFERENCE_PROGRAM.txt"")",71,71.0,71,71.0,,71,71,,,71.0,71.0,71.0
Number of Sentences in Document,265,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.206-DEFAULTED_PROPERTY_TAX_REDUCTION_PROGRAM.txt"")",61,61.0,61,61.0,,61,61,,,61.0,61.0,61.0
Number of Sentences in Document,266,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.210-DOMESTIC_PARTNERSHIP_REGISTRY.txt"")",41,41.0,41,41.0,,41,41,,,41.0,41.0,41.0
Number of Sentences in Document,267,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.211-DISABLED_VETERAN_BUSINESS_ENTERPRISE_PREFERENCE_PROGRAM.txt"")",165,165.0,165,165.0,,165,165,,,165.0,165.0,165.0
Number of Sentences in Document,268,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.04-GENERAL_PROVISIONS.txt"")",167,167.0,167,167.0,,167,167,,,167.0,167.0,167.0
Number of Sentences in Document,269,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.08-REGISTRATION,_AUTHORIZATION_AND_SERVICE.txt"")",116,116.0,116,116.0,,116,116,,,116.0,116.0,116.0
Number of Sentences in Document,270,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.09-MAINTAINING_EXISTING_WATER-EFFICIENT_LANDSCAPES.txt"")",56,56.0,56,56.0,,56,56,,,56.0,56.0,56.0
Number of Sentences in Document,271,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.12-WATER_APPEALS_BOARD.txt"")",165,165.0,165,165.0,,165,165,,,165.0,165.0,165.0
Number of Sentences in Document,272,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.16-DESIGN_AND_CONSTRUCTION.txt"")",164,164.0,164,164.0,,164,164,,,164.0,164.0,164.0
Number of Sentences in Document,273,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.20-DEFINITIONS.txt"")",202,202.0,202,202.0,,202,202,,,202.0,202.0,202.0
Number of Sentences in Document,274,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.24-GENERAL_PROVISIONS.txt"")",105,105.0,105,105.0,,105,105,,,105.0,105.0,105.0
Number of Sentences in Document,275,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.28-ADMINISTRATION,_PERMITS_AND_FEES.txt"")",61,61.0,61,61.0,,61,61,,,61.0,61.0,61.0
Number of Sentences in Document,276,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.32-SANITARY_SEWERS.txt"")",644,644.0,644,644.0,,644,644,,,644.0,644.0,644.0
Number of Sentences in Document,277,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.36-INDUSTRIAL_WASTE.txt"")",578,578.0,578,578.0,,578,578,,,578.0,578.0,578.0
Number of Sentences in Document,278,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_3-SEWER_MAINTENANCE_DISTRICTS*.txt"")",301,301.0,301,301.0,,301,301,,,301.0,301.0,301.0
Number of Sentences in Document,279,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.52-GENERAL_PROVISIONS.txt"")",18,18.0,18,18.0,,18,18,,,18.0,18.0,18.0
Number of Sentences in Document,280,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.56-DEFINITIONS.txt"")",135,135.0,135,135.0,,135,135,,,135.0,135.0,135.0
Number of Sentences in Document,281,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.58-MANDATORY_SOLID_WASTE_COLLECTION_IN_HIGH_DESERT_AREA.txt"")",38,38.0,38,38.0,,38,38,,,38.0,38.0,38.0
Number of Sentences in Document,282,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.60-ENFORCEMENT_AGENCY.txt"")",16,16.0,16,16.0,,16,16,,,16.0,16.0,16.0
Number of Sentences in Document,283,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.64-PERMIT_REQUIREMENTS_GENERALLY.txt"")",152,152.0,152,152.0,,152,152,,,152.0,152.0,152.0
Number of Sentences in Document,284,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.68-SOLID-WASTE_FACILITIES_PERMITS.txt"")",67,67.0,67,67.0,,67,67,,,67.0,67.0,67.0
