Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Words in Document,208,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.110-RELOCATION_ASSISTANCE_PROGRAM.txt"")",310,310.0,310,310.0,,310,310,,,310.0,310.0,310.0
Number of Words in Document,209,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.114-COMMUNITY_AND_SENIOR_SERVICES.txt"")",584,584.0,584,584.0,,584,584,,,584.0,584.0,584.0
Number of Words in Document,210,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.116-DEPARTMENT_OF_BEACHES_AND_HARBORS.txt"")",3218,3218.0,3218,3218.0,,3218,3218,,,3218.0,3218.0,3218.0
Number of Words in Document,211,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.118-FILMING_PERMIT_COORDINATION_OFFICE.txt"")",1418,1418.0,1418,1418.0,,1418,1418,,,1418.0,1418.0,1418.0
Number of Words in Document,212,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.119-OFFICE_OF_CHIEF_INFORMATION_OFFICER.txt"")",182,182.0,182,182.0,,182,182,,,182.0,182.0,182.0
Number of Words in Document,213,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.36-BOARD_OF_SUPERVISORS.txt"")",1088,1088.0,1088,1088.0,,1088,1088,,,1088.0,1088.0,1088.0
Number of Words in Document,214,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.38-DEPARTMENT_OF_CHILDREN_AND_FAMILY_SERVICES.txt"")",916,916.0,916,916.0,,916,916,,,916.0,916.0,916.0
Number of Words in Document,215,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.39-CHILD_SUPPORT_SERVICES_DEPARTMENT.txt"")",163,163.0,163,163.0,,163,163,,,163.0,163.0,163.0
Number of Words in Document,216,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.41-CONSUMER_PROTECTION_REGISTRATION_CERTIFICATE.txt"")",2135,2135.0,2135,2135.0,,2135,2135,,,2135.0,2135.0,2135.0
Number of Words in Document,217,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.44-ASSESSMENT_APPEALS_BOARDS.txt"")",1252,1252.0,1252,1252.0,,1252,1252,,,1252.0,1252.0,1252.0
Number of Words in Document,218,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.50-BUSINESS_LICENSE_COMMISSION.txt"")",987,987.0,987,987.0,,987,987,,,987.0,987.0,987.0
Number of Words in Document,219,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.52-TREASURER-TAX_COLLECTOR.txt"")",2831,2831.0,2831,2831.0,,2831,2831,,,2831.0,2831.0,2831.0
Number of Words in Document,220,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.56-SOLID_WASTE_FACILITIES_HEARING_BOARD.txt"")",732,732.0,732,732.0,,732,732,,,732.0,732.0,732.0
Number of Words in Document,221,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.58-COMMUNITY_DEVELOPMENT_COMMISSION.txt"")",222,222.0,222,222.0,,222,222,,,222.0,222.0,222.0
Number of Words in Document,222,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.62-DEPARTMENT_OF_CONSUMER_AND_BUSINESS_AFFAIRS.txt"")",506,506.0,506,506.0,,506,506,,,506.0,506.0,506.0
Number of Words in Document,223,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.68-EMERGENCY_SERVICES.txt"")",4468,4468.0,4468,4468.0,,4468,4468,,,4468.0,4468.0,4468.0
Number of Words in Document,224,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.70-ENGINEERING_GEOLOGY_AND_SOILS_REVIEW_AND_APPEALS_BOARD.txt"")",1660,1660.0,1660,1660.0,,1660,1660,,,1660.0,1660.0,1660.0
Number of Words in Document,225,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.71-ACCESSIBILITY_APPEALS_BOARD.txt"")",1290,1290.0,1290,1290.0,,1290,1290,,,1290.0,1290.0,1290.0
Number of Words in Document,226,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.75-HOUSING_COMMISSION.txt"")",1112,1112.0,1112,1112.0,,1112,1112,,,1112.0,1112.0,1112.0
Number of Words in Document,227,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.76-DEPARTMENT_OF_HEALTH_SERVICES.txt"")",7287,7287.0,7287,7287.0,,7287,7287,,,7287.0,7287.0,7287.0
Number of Words in Document,228,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.77-DEPARTMENT_OF_PUBLIC_HEALTH.txt"")",2534,2534.0,2534,2534.0,,2534,2534,,,2534.0,2534.0,2534.0
Number of Words in Document,229,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.78-COMMISSION_ON_HUMAN_RELATIONS.txt"")",1176,1176.0,1176,1176.0,,1176,1176,,,1176.0,1176.0,1176.0
Number of Words in Document,230,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.80-HUMAN_SERVICES_DEPARTMENT.txt"")",700,700.0,700,700.0,,700,700,,,700.0,700.0,700.0
Number of Words in Document,231,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.81-INTERNAL_SERVICES_DEPARTMENT.txt"")",4169,4169.0,4169,4169.0,,4169,4169,,,4169.0,4169.0,4169.0
Number of Words in Document,232,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.82-SYBIL_BRAND_COMMISSION_FOR_INSTITUTIONAL_INSPECTIONS.txt"")",844,844.0,844,844.0,,844,844,,,844.0,844.0,844.0
Number of Words in Document,233,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.83-LAND_DEVELOPMENT_MANAGEMENT_AGENCY.txt"")",309,309.0,309,309.0,,309,309,,,309.0,309.0,309.0
Number of Words in Document,234,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.84-LAW_LIBRARY.txt"")",70,70.0,70,70.0,,70,70,,,70.0,70.0,70.0
Number of Words in Document,235,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.87-DEPARTMENT_OF_MENTAL_HEALTH.txt"")",1163,1163.0,1163,1163.0,,1163,1163,,,1163.0,1163.0,1163.0
Number of Words in Document,236,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.88-DEPARTMENT_OF_MILITARY_AND_VETERANS_AFFAIRS.txt"")",323,323.0,323,323.0,,323,323,,,323.0,323.0,323.0
Number of Words in Document,237,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.90-AERO_MUSEUM.txt"")",79,79.0,79,79.0,,79,79,,,79.0,79.0,79.0
Number of Words in Document,238,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.92-DEPARTMENT_OF_MUSEUM_OF_ART.txt"")",450,450.0,450,450.0,,450,450,,,450.0,450.0,450.0
Number of Words in Document,239,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.94-DEPARTMENT_OF_MUSEUM_OF_NATURAL_HISTORY.txt"")",1301,1301.0,1301,1301.0,,1301,1301,,,1301.0,1301.0,1301.0
Number of Words in Document,240,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.96-MUSIC_CENTER.txt"")",203,203.0,203,203.0,,203,203,,,203.0,203.0,203.0
Number of Words in Document,241,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.98-OTIS_ART_INSTITUTE.txt"")",1651,1651.0,1651,1651.0,,1651,1651,,,1651.0,1651.0,1651.0
Number of Words in Document,242,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.120-COUNTY_OFFICES.txt"")",851,851.0,851,851.0,,851,851,,,851.0,851.0,851.0
Number of Words in Document,243,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.121-CONTRACTING_WITH_PRIVATE_BUSINESSES.txt"")",2824,2824.0,2824,2824.0,,2824,2824,,,2824.0,2824.0,2824.0
Number of Words in Document,244,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.122-SUPPLIES_AND_SERVICES—DISPOSAL_OF_SALVAGE.txt"")",650,650.0,650,650.0,,650,650,,,650.0,650.0,650.0
Number of Words in Document,245,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.124-PUBLICATIONS.txt"")",172,172.0,172,172.0,,172,172,,,172.0,172.0,172.0
Number of Words in Document,246,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.126-SMOKING_IN_COUNTY_FACILITIES.txt"")",1004,1004.0,1004,1004.0,,1004,1004,,,1004.0,1004.0,1004.0
Number of Words in Document,247,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.128-EAVESDROPPING.txt"")",278,278.0,278,278.0,,278,278,,,278.0,278.0,278.0
Number of Words in Document,248,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.130-CATASTROPHES.txt"")",944,944.0,944,944.0,,944,944,,,944.0,944.0,944.0
Number of Words in Document,249,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.132-COMMERCIAL_MARKETING—PROMOTION_AND_ADVERTISING.txt"")",1012,1012.0,1012,1012.0,,1012,1012,,,1012.0,1012.0,1012.0
Number of Words in Document,250,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.140-CERTIFICATES_OF_INSURANCE.txt"")",105,105.0,105,105.0,,105,105,,,105.0,105.0,105.0
Number of Words in Document,251,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.150-PERSONS_WITH_AIDS_OR_AIDS_RELATED_CONDITIONS.txt"")",115,115.0,115,115.0,,115,115,,,115.0,115.0,115.0
Number of Words in Document,252,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.160-COUNTY_LOBBYISTS.txt"")",5109,5109.0,5109,5109.0,,5109,5109,,,5109.0,5109.0,5109.0
Number of Words in Document,253,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.165-TAX_AGENTS.txt"")",1925,1925.0,1925,1925.0,,1925,1925,,,1925.0,1925.0,1925.0
Number of Words in Document,254,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.170-REQUESTS_FOR_COUNTY_RECORDS.txt"")",306,306.0,306,306.0,,306,306,,,306.0,306.0,306.0
Number of Words in Document,255,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.175-POSTGOVERNMENT_EMPLOYMENT_AND_LOBBYING_ACTIVITIES_OF_COUNTY_OFFICIALS.txt"")",1190,1190.0,1190,1190.0,,1190,1190,,,1190.0,1190.0,1190.0
Number of Words in Document,256,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.180-CONTRACTING_WITH_CURRENT_OR_FORMER_COUNTY_EMPLOYEES.txt"")",259,259.0,259,259.0,,259,259,,,259.0,259.0,259.0
Number of Words in Document,257,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.190-POLITICAL_CAMPAIGNS_FOR_COUNTY_OFFICES.txt"")",7317,7317.0,7317,7317.0,,7317,7317,,,7317.0,7317.0,7317.0
Number of Words in Document,258,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.195-ELECTRONIC_CAMPAIGN_DISCLOSURE_FILINGS.txt"")",840,840.0,840,840.0,,840,840,,,840.0,840.0,840.0
Number of Words in Document,259,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.200-LOS_ANGELES_COUNTY_CHILD_SUPPORT_COMPLIANCE_PROGRAM.txt"")",367,367.0,367,367.0,,367,367,,,367.0,367.0,367.0
Number of Words in Document,260,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.201-LIVING_WAGE_PROGRAM.txt"")",1961,1961.0,1961,1961.0,,1961,1961,,,1961.0,1961.0,1961.0
Number of Words in Document,261,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.202-DETERMINATIONS_OF_CONTRACTOR_NON-RESPONSIBILITY_AND_CONTRACTOR_DEBARMENT.txt"")",2382,2382.0,2382,2382.0,,2382,2382,,,2382.0,2382.0,2382.0
Number of Words in Document,262,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.203-CONTRACTOR_EMPLOYEE_JURY_SERVICE.txt"")",1150,1150.0,1150,1150.0,,1150,1150,,,1150.0,1150.0,1150.0
Number of Words in Document,263,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.204-LOCAL_BUSINESS_ENTERPRISE_PREFERENCE_PROGRAM.txt"")",1444,1444.0,1444,1444.0,,1444,1444,,,1444.0,1444.0,1444.0
Number of Words in Document,264,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.205-TRANSITIONAL_JOB_OPPORTUNITIES_PREFERENCE_PROGRAM.txt"")",1552,1552.0,1552,1552.0,,1552,1552,,,1552.0,1552.0,1552.0
Number of Words in Document,265,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.206-DEFAULTED_PROPERTY_TAX_REDUCTION_PROGRAM.txt"")",1202,1202.0,1202,1202.0,,1202,1202,,,1202.0,1202.0,1202.0
Number of Words in Document,266,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.210-DOMESTIC_PARTNERSHIP_REGISTRY.txt"")",827,827.0,827,827.0,,827,827,,,827.0,827.0,827.0
Number of Words in Document,267,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.211-DISABLED_VETERAN_BUSINESS_ENTERPRISE_PREFERENCE_PROGRAM.txt"")",2151,2151.0,2151,2151.0,,2151,2151,,,2151.0,2151.0,2151.0
Number of Words in Document,268,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.04-GENERAL_PROVISIONS.txt"")",2479,2479.0,2479,2479.0,,2479,2479,,,2479.0,2479.0,2479.0
Number of Words in Document,269,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.08-REGISTRATION,_AUTHORIZATION_AND_SERVICE.txt"")",2220,2220.0,2220,2220.0,,2220,2220,,,2220.0,2220.0,2220.0
Number of Words in Document,270,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.09-MAINTAINING_EXISTING_WATER-EFFICIENT_LANDSCAPES.txt"")",938,938.0,938,938.0,,938,938,,,938.0,938.0,938.0
Number of Words in Document,271,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.12-WATER_APPEALS_BOARD.txt"")",3340,3340.0,3340,3340.0,,3340,3340,,,3340.0,3340.0,3340.0
Number of Words in Document,272,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.16-DESIGN_AND_CONSTRUCTION.txt"")",2545,2545.0,2545,2545.0,,2545,2545,,,2545.0,2545.0,2545.0
Number of Words in Document,273,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.20-DEFINITIONS.txt"")",2909,2909.0,2909,2909.0,,2909,2909,,,2909.0,2909.0,2909.0
Number of Words in Document,274,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.24-GENERAL_PROVISIONS.txt"")",1867,1867.0,1867,1867.0,,1867,1867,,,1867.0,1867.0,1867.0
Number of Words in Document,275,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.28-ADMINISTRATION,_PERMITS_AND_FEES.txt"")",1142,1142.0,1142,1142.0,,1142,1142,,,1142.0,1142.0,1142.0
Number of Words in Document,276,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.32-SANITARY_SEWERS.txt"")",9816,9816.0,9816,9816.0,,9816,9816,,,9816.0,9816.0,9816.0
Number of Words in Document,277,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.36-INDUSTRIAL_WASTE.txt"")",9467,9467.0,9467,9467.0,,9467,9467,,,9467.0,9467.0,9467.0
Number of Words in Document,278,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_3-SEWER_MAINTENANCE_DISTRICTS*.txt"")",3963,3963.0,3963,3963.0,,3963,3963,,,3963.0,3963.0,3963.0
Number of Words in Document,279,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.52-GENERAL_PROVISIONS.txt"")",294,294.0,294,294.0,,294,294,,,294.0,294.0,294.0
Number of Words in Document,280,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.56-DEFINITIONS.txt"")",2130,2130.0,2130,2130.0,,2130,2130,,,2130.0,2130.0,2130.0
Number of Words in Document,281,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.58-MANDATORY_SOLID_WASTE_COLLECTION_IN_HIGH_DESERT_AREA.txt"")",854,854.0,854,854.0,,854,854,,,854.0,854.0,854.0
Number of Words in Document,282,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.60-ENFORCEMENT_AGENCY.txt"")",303,303.0,303,303.0,,303,303,,,303.0,303.0,303.0
Number of Words in Document,283,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.64-PERMIT_REQUIREMENTS_GENERALLY.txt"")",1789,1789.0,1789,1789.0,,1789,1789,,,1789.0,1789.0,1789.0
