Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Syllables in Document,206,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.106-DEPARTMENT_OF_REGIONAL_PLANNING.txt"")",315,315.0,315,315.0,,315,315,,,315.0,315.0,315.0
Number of Syllables in Document,207,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.108-REGIONAL_PLANNING_COMMISSION.txt"")",696,696.0,696,696.0,,696,696,,,696.0,696.0,696.0
Number of Syllables in Document,208,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.110-RELOCATION_ASSISTANCE_PROGRAM.txt"")",488,488.0,488,488.0,,488,488,,,488.0,488.0,488.0
Number of Syllables in Document,209,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.114-COMMUNITY_AND_SENIOR_SERVICES.txt"")",996,996.0,996,996.0,,996,996,,,996.0,996.0,996.0
Number of Syllables in Document,210,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.116-DEPARTMENT_OF_BEACHES_AND_HARBORS.txt"")",5106,5106.0,5106,5106.0,,5106,5106,,,5106.0,5106.0,5106.0
Number of Syllables in Document,211,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.118-FILMING_PERMIT_COORDINATION_OFFICE.txt"")",2482,2482.0,2482,2482.0,,2482,2482,,,2482.0,2482.0,2482.0
Number of Syllables in Document,212,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.119-OFFICE_OF_CHIEF_INFORMATION_OFFICER.txt"")",348,348.0,348,348.0,,348,348,,,348.0,348.0,348.0
Number of Syllables in Document,213,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.36-BOARD_OF_SUPERVISORS.txt"")",1645,1645.0,1645,1645.0,,1645,1645,,,1645.0,1645.0,1645.0
Number of Syllables in Document,214,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.38-DEPARTMENT_OF_CHILDREN_AND_FAMILY_SERVICES.txt"")",1595,1595.0,1595,1595.0,,1595,1595,,,1595.0,1595.0,1595.0
Number of Syllables in Document,215,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.39-CHILD_SUPPORT_SERVICES_DEPARTMENT.txt"")",272,272.0,272,272.0,,272,272,,,272.0,272.0,272.0
Number of Syllables in Document,216,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.41-CONSUMER_PROTECTION_REGISTRATION_CERTIFICATE.txt"")",3418,3418.0,3418,3418.0,,3418,3418,,,3418.0,3418.0,3418.0
Number of Syllables in Document,217,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.44-ASSESSMENT_APPEALS_BOARDS.txt"")",1848,1848.0,1848,1848.0,,1848,1848,,,1848.0,1848.0,1848.0
Number of Syllables in Document,218,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.50-BUSINESS_LICENSE_COMMISSION.txt"")",1525,1525.0,1525,1525.0,,1525,1525,,,1525.0,1525.0,1525.0
Number of Syllables in Document,219,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.52-TREASURER-TAX_COLLECTOR.txt"")",4866,4866.0,4866,4866.0,,4866,4866,,,4866.0,4866.0,4866.0
Number of Syllables in Document,220,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.56-SOLID_WASTE_FACILITIES_HEARING_BOARD.txt"")",1132,1132.0,1132,1132.0,,1132,1132,,,1132.0,1132.0,1132.0
Number of Syllables in Document,221,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.58-COMMUNITY_DEVELOPMENT_COMMISSION.txt"")",395,395.0,395,395.0,,395,395,,,395.0,395.0,395.0
Number of Syllables in Document,222,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.62-DEPARTMENT_OF_CONSUMER_AND_BUSINESS_AFFAIRS.txt"")",901,901.0,901,901.0,,901,901,,,901.0,901.0,901.0
Number of Syllables in Document,223,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.68-EMERGENCY_SERVICES.txt"")",7932,7932.0,7932,7932.0,,7932,7932,,,7932.0,7932.0,7932.0
Number of Syllables in Document,224,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.70-ENGINEERING_GEOLOGY_AND_SOILS_REVIEW_AND_APPEALS_BOARD.txt"")",2498,2498.0,2498,2498.0,,2498,2498,,,2498.0,2498.0,2498.0
Number of Syllables in Document,225,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.71-ACCESSIBILITY_APPEALS_BOARD.txt"")",2084,2084.0,2084,2084.0,,2084,2084,,,2084.0,2084.0,2084.0
Number of Syllables in Document,226,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.75-HOUSING_COMMISSION.txt"")",1760,1760.0,1760,1760.0,,1760,1760,,,1760.0,1760.0,1760.0
Number of Syllables in Document,227,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.76-DEPARTMENT_OF_HEALTH_SERVICES.txt"")",11880,11880.0,11880,11880.0,,11880,11880,,,11880.0,11880.0,11880.0
Number of Syllables in Document,228,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.77-DEPARTMENT_OF_PUBLIC_HEALTH.txt"")",4408,4408.0,4408,4408.0,,4408,4408,,,4408.0,4408.0,4408.0
Number of Syllables in Document,229,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.78-COMMISSION_ON_HUMAN_RELATIONS.txt"")",1889,1889.0,1889,1889.0,,1889,1889,,,1889.0,1889.0,1889.0
Number of Syllables in Document,230,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.80-HUMAN_SERVICES_DEPARTMENT.txt"")",1194,1194.0,1194,1194.0,,1194,1194,,,1194.0,1194.0,1194.0
Number of Syllables in Document,231,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.81-INTERNAL_SERVICES_DEPARTMENT.txt"")",7387,7387.0,7387,7387.0,,7387,7387,,,7387.0,7387.0,7387.0
Number of Syllables in Document,232,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.82-SYBIL_BRAND_COMMISSION_FOR_INSTITUTIONAL_INSPECTIONS.txt"")",1283,1283.0,1283,1283.0,,1283,1283,,,1283.0,1283.0,1283.0
Number of Syllables in Document,233,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.83-LAND_DEVELOPMENT_MANAGEMENT_AGENCY.txt"")",561,561.0,561,561.0,,561,561,,,561.0,561.0,561.0
Number of Syllables in Document,234,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.84-LAW_LIBRARY.txt"")",110,110.0,110,110.0,,110,110,,,110.0,110.0,110.0
Number of Syllables in Document,235,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.87-DEPARTMENT_OF_MENTAL_HEALTH.txt"")",1869,1869.0,1869,1869.0,,1869,1869,,,1869.0,1869.0,1869.0
Number of Syllables in Document,236,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.88-DEPARTMENT_OF_MILITARY_AND_VETERANS_AFFAIRS.txt"")",507,507.0,507,507.0,,507,507,,,507.0,507.0,507.0
Number of Syllables in Document,237,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.90-AERO_MUSEUM.txt"")",137,137.0,137,137.0,,137,137,,,137.0,137.0,137.0
Number of Syllables in Document,238,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.92-DEPARTMENT_OF_MUSEUM_OF_ART.txt"")",756,756.0,756,756.0,,756,756,,,756.0,756.0,756.0
Number of Syllables in Document,239,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.94-DEPARTMENT_OF_MUSEUM_OF_NATURAL_HISTORY.txt"")",2187,2187.0,2187,2187.0,,2187,2187,,,2187.0,2187.0,2187.0
Number of Syllables in Document,240,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.96-MUSIC_CENTER.txt"")",273,273.0,273,273.0,,273,273,,,273.0,273.0,273.0
Number of Syllables in Document,241,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_3-DEPARTMENTS_AND_OTHER_ADMINISTRATIVE_BODIES-Chapter_2.98-OTIS_ART_INSTITUTE.txt"")",2511,2511.0,2511,2511.0,,2511,2511,,,2511.0,2511.0,2511.0
Number of Syllables in Document,242,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.120-COUNTY_OFFICES.txt"")",1255,1255.0,1255,1255.0,,1255,1255,,,1255.0,1255.0,1255.0
Number of Syllables in Document,243,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.121-CONTRACTING_WITH_PRIVATE_BUSINESSES.txt"")",4787,4787.0,4787,4787.0,,4787,4787,,,4787.0,4787.0,4787.0
Number of Syllables in Document,244,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.122-SUPPLIES_AND_SERVICES—DISPOSAL_OF_SALVAGE.txt"")",999,999.0,999,999.0,,999,999,,,999.0,999.0,999.0
Number of Syllables in Document,245,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.124-PUBLICATIONS.txt"")",265,265.0,265,265.0,,265,265,,,265.0,265.0,265.0
Number of Syllables in Document,246,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.126-SMOKING_IN_COUNTY_FACILITIES.txt"")",1680,1680.0,1680,1680.0,,1680,1680,,,1680.0,1680.0,1680.0
Number of Syllables in Document,247,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.128-EAVESDROPPING.txt"")",460,460.0,460,460.0,,460,460,,,460.0,460.0,460.0
Number of Syllables in Document,248,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.130-CATASTROPHES.txt"")",1412,1412.0,1412,1412.0,,1412,1412,,,1412.0,1412.0,1412.0
Number of Syllables in Document,249,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.132-COMMERCIAL_MARKETING—PROMOTION_AND_ADVERTISING.txt"")",1611,1611.0,1611,1611.0,,1611,1611,,,1611.0,1611.0,1611.0
Number of Syllables in Document,250,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.140-CERTIFICATES_OF_INSURANCE.txt"")",194,194.0,194,194.0,,194,194,,,194.0,194.0,194.0
Number of Syllables in Document,251,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.150-PERSONS_WITH_AIDS_OR_AIDS_RELATED_CONDITIONS.txt"")",190,190.0,190,190.0,,190,190,,,190.0,190.0,190.0
Number of Syllables in Document,252,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.160-COUNTY_LOBBYISTS.txt"")",8703,8703.0,8703,8703.0,,8703,8703,,,8703.0,8703.0,8703.0
Number of Syllables in Document,253,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.165-TAX_AGENTS.txt"")",3238,3238.0,3238,3238.0,,3238,3238,,,3238.0,3238.0,3238.0
Number of Syllables in Document,254,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.170-REQUESTS_FOR_COUNTY_RECORDS.txt"")",454,454.0,454,454.0,,454,454,,,454.0,454.0,454.0
Number of Syllables in Document,255,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.175-POSTGOVERNMENT_EMPLOYMENT_AND_LOBBYING_ACTIVITIES_OF_COUNTY_OFFICIALS.txt"")",2092,2092.0,2092,2092.0,,2092,2092,,,2092.0,2092.0,2092.0
Number of Syllables in Document,256,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.180-CONTRACTING_WITH_CURRENT_OR_FORMER_COUNTY_EMPLOYEES.txt"")",444,444.0,444,444.0,,444,444,,,444.0,444.0,444.0
Number of Syllables in Document,257,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.190-POLITICAL_CAMPAIGNS_FOR_COUNTY_OFFICES.txt"")",12166,12166.0,12166,12166.0,,12166,12166,,,12166.0,12166.0,12166.0
Number of Syllables in Document,258,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.195-ELECTRONIC_CAMPAIGN_DISCLOSURE_FILINGS.txt"")",1403,1403.0,1403,1403.0,,1403,1403,,,1403.0,1403.0,1403.0
Number of Syllables in Document,259,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.200-LOS_ANGELES_COUNTY_CHILD_SUPPORT_COMPLIANCE_PROGRAM.txt"")",602,602.0,602,602.0,,602,602,,,602.0,602.0,602.0
Number of Syllables in Document,260,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.201-LIVING_WAGE_PROGRAM.txt"")",3227,3227.0,3227,3227.0,,3227,3227,,,3227.0,3227.0,3227.0
Number of Syllables in Document,261,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.202-DETERMINATIONS_OF_CONTRACTOR_NON-RESPONSIBILITY_AND_CONTRACTOR_DEBARMENT.txt"")",4156,4156.0,4156,4156.0,,4156,4156,,,4156.0,4156.0,4156.0
Number of Syllables in Document,262,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.203-CONTRACTOR_EMPLOYEE_JURY_SERVICE.txt"")",1894,1894.0,1894,1894.0,,1894,1894,,,1894.0,1894.0,1894.0
Number of Syllables in Document,263,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.204-LOCAL_BUSINESS_ENTERPRISE_PREFERENCE_PROGRAM.txt"")",2504,2504.0,2504,2504.0,,2504,2504,,,2504.0,2504.0,2504.0
Number of Syllables in Document,264,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.205-TRANSITIONAL_JOB_OPPORTUNITIES_PREFERENCE_PROGRAM.txt"")",2860,2860.0,2860,2860.0,,2860,2860,,,2860.0,2860.0,2860.0
Number of Syllables in Document,265,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.206-DEFAULTED_PROPERTY_TAX_REDUCTION_PROGRAM.txt"")",2078,2078.0,2078,2078.0,,2078,2078,,,2078.0,2078.0,2078.0
Number of Syllables in Document,266,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.210-DOMESTIC_PARTNERSHIP_REGISTRY.txt"")",1355,1355.0,1355,1355.0,,1355,1355,,,1355.0,1355.0,1355.0
Number of Syllables in Document,267,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_2-ADMINISTRATION-Division_4-MISCELLANEOUS_REGULATIONS-Chapter_2.211-DISABLED_VETERAN_BUSINESS_ENTERPRISE_PREFERENCE_PROGRAM.txt"")",3594,3594.0,3594,3594.0,,3594,3594,,,3594.0,3594.0,3594.0
Number of Syllables in Document,268,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.04-GENERAL_PROVISIONS.txt"")",3917,3917.0,3917,3917.0,,3917,3917,,,3917.0,3917.0,3917.0
Number of Syllables in Document,269,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.08-REGISTRATION,_AUTHORIZATION_AND_SERVICE.txt"")",3468,3468.0,3468,3468.0,,3468,3468,,,3468.0,3468.0,3468.0
Number of Syllables in Document,270,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.09-MAINTAINING_EXISTING_WATER-EFFICIENT_LANDSCAPES.txt"")",1570,1570.0,1570,1570.0,,1570,1570,,,1570.0,1570.0,1570.0
Number of Syllables in Document,271,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.12-WATER_APPEALS_BOARD.txt"")",5045,5045.0,5045,5045.0,,5045,5045,,,5045.0,5045.0,5045.0
Number of Syllables in Document,272,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_1-WATER-Chapter_20.16-DESIGN_AND_CONSTRUCTION.txt"")",4085,4085.0,4085,4085.0,,4085,4085,,,4085.0,4085.0,4085.0
Number of Syllables in Document,273,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.20-DEFINITIONS.txt"")",4540,4540.0,4540,4540.0,,4540,4540,,,4540.0,4540.0,4540.0
Number of Syllables in Document,274,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.24-GENERAL_PROVISIONS.txt"")",3108,3108.0,3108,3108.0,,3108,3108,,,3108.0,3108.0,3108.0
Number of Syllables in Document,275,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.28-ADMINISTRATION,_PERMITS_AND_FEES.txt"")",1774,1774.0,1774,1774.0,,1774,1774,,,1774.0,1774.0,1774.0
Number of Syllables in Document,276,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.32-SANITARY_SEWERS.txt"")",14982,14982.0,14982,14982.0,,14982,14982,,,14982.0,14982.0,14982.0
Number of Syllables in Document,277,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_2-SANITARY_SEWERS_AND_INDUSTRIAL_WASTE-Chapter_20.36-INDUSTRIAL_WASTE.txt"")",15555,15555.0,15555,15555.0,,15555,15555,,,15555.0,15555.0,15555.0
Number of Syllables in Document,278,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_3-SEWER_MAINTENANCE_DISTRICTS*.txt"")",6002,6002.0,6002,6002.0,,6002,6002,,,6002.0,6002.0,6002.0
Number of Syllables in Document,279,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.52-GENERAL_PROVISIONS.txt"")",482,482.0,482,482.0,,482,482,,,482.0,482.0,482.0
Number of Syllables in Document,280,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_20-UTILITIES-Division_4-SOLID_WASTE-Chapter_20.56-DEFINITIONS.txt"")",3766,3766.0,3766,3766.0,,3766,3766,,,3766.0,3766.0,3766.0
